epoch,loss,rms_pred_scat,rms_pred_stop
0,0.15139644265174865,81.62263995361329,94.1591958618164
1,0.08326502876977125,65.8094213663737,60.35902522277832
2,0.0164096550916632,25.394451797485353,31.292378224690754
3,0.009752760206659635,19.67661285909017,24.44496401977539
4,0.007943827419231336,17.213309677124023,22.061807317097983
5,0.006114441926280657,14.917526089986165,19.6429995320638
6,0.004990691258261601,13.238320167541504,17.694462946573893
7,0.004342393842836221,12.165888353983561,16.320984469095865
8,0.003493629664182663,10.86033292388916,15.188367192586263
9,0.003310301970069607,10.550611256917318,14.778545181274414
10,0.003056011631463965,9.771554209391276,14.29302625020345
11,0.002553407162427902,8.952363683064778,13.301069936116537
12,0.0023612097644557556,8.436889864603678,12.832568267822266
13,0.0021837135006984075,7.9074744135538735,12.483491963704427
14,0.0019595523094758393,7.47193247350057,11.943544039408366
15,0.001772405152829985,7.089602246602376,11.35156074778239
16,0.0016735427267849446,6.907297646840413,11.084870213826497
17,0.0014934134216358264,6.472417597452799,10.491190177917481
18,0.00150210218783468,6.337220977783203,10.592527163187663
19,0.0014202330848202109,6.144522364298503,10.289209101359049
20,0.001384400166881581,6.089103136698405,10.208321080525716
21,0.0012984252845247588,5.792543197631836,9.950061345418295
22,0.0013133236354527374,5.756828189849854,10.019402880350748
23,0.0012010752462471525,5.6372111167907715,9.548853993733724
24,0.001160253556755682,5.543641693115235,9.368870272318523
25,0.0011508634726827343,5.452216529846192,9.366438474019368
26,0.001163772562208275,5.224680357615153,9.547240091959635
27,0.0010895471066857377,5.266058481852213,9.158487393697103
28,0.001090622941342493,5.16697912979126,9.198374816894532
29,0.0010608220649883152,5.133190773010254,9.098913846333822
30,0.0010312806582078338,5.148574508666992,8.923823809305826
31,0.0009983591431130966,5.020584023793538,8.864893714904785
32,0.0010212471896472077,5.1279808629353845,8.885253122965494
33,0.0009831568204487363,4.990897092183431,8.701654060363769
34,0.0009925075933958094,4.911896544138591,8.797122721354167
35,0.0009617575492399434,4.906418790181478,8.651740071614583
36,0.0009325420971338947,4.911121856689453,8.46624863433838
37,0.0009413736186300714,4.811635349273682,8.580936078389486
38,0.000929724137764424,4.804430932362874,8.492766925811768
39,0.0009350021624316771,4.770130316416423,8.569040639241537
40,0.0009356606532819569,4.768620501200358,8.584230866750081
41,0.0008998727751895786,4.611500797271728,8.41987966410319
42,0.000893878369902571,4.6644936765035,8.395065773010254
43,0.0009262808958689372,4.664964701334635,8.573428684234619
44,0.0008774371921705703,4.632996714274088,8.303312975565593
45,0.0008773236780737837,4.6706811052958175,8.293636797587077
46,0.0008727724780328572,4.53828852335612,8.341197147369385
47,0.0008695927200218042,4.538020393371582,8.31195294825236
48,0.0008697247210269173,4.525177424112956,8.280898078918456
49,0.0008445586214462916,4.430631450653076,8.180610168457031
50,0.0008460390300800403,4.519431306203207,8.16744088236491
51,0.0008399707519759735,4.490347506205241,8.14353300221761
52,0.0008529523744558294,4.423790359497071,8.252286048889161
53,0.0008359169675968588,4.443164749145508,8.131407244364421
54,0.000845903633783261,4.497795647939046,8.226231409708658
55,0.0008270709357845287,4.462828296661377,8.062825856526693
56,0.000814436794569095,4.3706359316507974,8.00706914138794
57,0.0008353620038057367,4.444247798919678,8.143586608886718
58,0.0008171517066657544,4.402342168172201,8.081812681833902
59,0.0007757910448126495,4.344496696472168,7.799818664550782
60,0.000788390992830197,4.365902552286784,7.891629056294759
61,0.0007838044899205367,4.3198408686319985,7.904273256937663
62,0.0007758940312390526,4.359182684580485,7.825467342376709
63,0.0007870967012519638,4.23560052617391,7.949313641866048
64,0.00079896869432802,4.33374148050944,7.98778695678711
65,0.0007568401087385913,4.333814433415731,7.721501303354899
66,0.0007603935083995263,4.266787344614665,7.77497155380249
67,0.0007881316447940966,4.331651747385661,7.907198908487956
