epoch,loss,rms_pred_scat,rms_pred_stop
68,0.0007722820909693837,4.3337890179951986,7.838129667917888
69,0.0007639650247680645,4.246800651550293,7.817284451802571
70,0.000749971379370739,4.255075679779052,7.757816387176514
71,0.0007739584950419764,4.2787421048482255,7.824324410756429
72,0.0007692605063008766,4.247129491170248,7.824994517008464
73,0.0007407656228169798,4.147909362792968,7.743790313720703
74,0.00074548763797308,4.211600713094075,7.700240975697835
75,0.0007505060805318256,4.169770376841227,7.74670183690389
76,0.0007371912797292074,4.200385231018067,7.6876792704264325
77,0.0007574753393419087,4.186962212880452,7.763753524780274
78,0.0007494350108318031,4.2014046681722,7.751443724314372
79,0.0007185827248419324,4.248755097707113,7.562942034403483
80,0.0007166283748423059,4.131953439076741,7.518934425354004
81,0.0007269117857019107,4.212240675608317,7.577127688090006
82,0.0007350475401617587,4.17068472925822,7.658873174031576
83,0.0007194642894901335,4.095773540496826,7.5504541600545245
84,0.000732851109933108,4.129364742279053,7.669692507425944
85,0.000729766596108675,4.184331278483073,7.66737744140625
86,0.0007050008362469574,4.041725287119547,7.56241530863444
87,0.0007085530296899378,4.10852007929484,7.525136767069498
88,0.0006985036935657263,4.058585940043131,7.456982195536296
89,0.0007166455533976356,4.068992586135864,7.577191207885742
90,0.000708212891748796,4.095364068349203,7.508125350952149
91,0.0007181541728787125,4.08673530960083,7.594728252410889
92,0.0006877133649153014,4.136040714263916,7.337376773834229
93,0.0006900402453417579,4.037629034042358,7.431386530558268
94,0.000703551462230583,4.136031129201253,7.462061882019043
95,0.0006699274233542382,4.056569619496663,7.272280738830567
96,0.0006973905225750059,4.074572519302368,7.434714225769043
97,0.0006893428157394131,4.064392859141032,7.4074956347147625
98,0.000726848782816281,4.024305908203125,7.692734547932942
99,0.0006776069179177285,4.002258445103963,7.375976214090983
100,0.0006861357054052254,3.9625528399149577,7.415912845611572
101,0.0006923962842362622,3.936325615564982,7.44029907989502
102,0.0006699840052363773,4.030481145222982,7.328325349171957
103,0.0006856501516886056,4.025989414215088,7.406772833506266
104,0.0006576952687464654,3.9682990328470864,7.226159029642741
105,0.0006639608771850666,3.9986524550120035,7.275012100219727
106,0.0006681900351929168,3.9598580220540365,7.291918716430664
107,0.0006643532137386501,3.9354651622772217,7.3095764045715335
108,0.000663339247306188,3.950765110015869,7.301410163879394
109,0.0006752273069384197,3.95601970799764,7.370683320363363
110,0.0006654631791946789,3.987826850891113,7.274427035013835
111,0.0006695730884869894,4.028487632751465,7.354536488850911
112,0.0006887944071398427,3.915517089207967,7.469994200388591
113,0.0006808850271627307,4.004125019073486,7.3870459772745765
114,0.000662289312419792,3.965078450520833,7.300116570790609
115,0.0006360118039883673,3.858920289357503,7.120886731465657
116,0.0006384099964052438,3.8214595209757487,7.182696932474772
117,0.0006369400454374651,3.907432415008545,7.115141957600912
118,0.0006229073645857474,3.8270374075571696,7.039484040578206
119,0.0006662693121470511,3.927174213409424,7.315163829803467
120,0.0006434211518305044,3.9650876388549805,7.137040948232015
121,0.0006488937231091162,3.9360921325683593,7.1754988657633465
122,0.0006455533178523182,3.9249984334309898,7.1919686864217125
123,0.000654984221017609,3.9141034138997397,7.2519255650838215
124,0.0006669295257888734,3.9092553234100342,7.338648381551107
125,0.0006442434204121431,3.87092972946167,7.175711209615072
126,0.0006599837010726333,3.9145476875305176,7.256265599568685
127,0.0006421840847469866,3.8481919441223145,7.197721547444662
128,0.0006344887957287331,3.8763631076812746,7.132379751841227
129,0.0006520667339985569,3.8616703147888183,7.260586242675782
130,0.0006351799763118228,3.8483831520080565,7.115943632761637
131,0.000635291322444876,3.8653177127838134,7.130185457865397
132,0.0006127192252315581,3.7828516578674316,7.0464244677225745
133,0.0006489325081929564,3.808572015762329,7.269496621449789
134,0.0006367163150571287,3.808783176422119,7.165602600097656
135,0.000620515399457266,3.8544113998413088,7.071296124776205
136,0.0006238612001761794,3.798602886199951,7.0586517028808595
137,0.0006416814144079884,3.8750695273081464,7.199965689341227
138,0.0006317198403800528,3.8017405115763347,7.153825435638428
139,0.0006090134729165584,3.7732282574971516,6.998093077341715
140,0.0006189738824032247,3.8303072153727213,7.066490750630696
141,0.0006191637312682966,3.787936372121175,7.027835062662761
142,0.0006215426942023138,3.8391670049031577,7.067527039845785
143,0.0006088844163653751,3.8515890057881674,6.9625204544067385
144,0.0006210735000980397,3.827091588973999,7.0434732971191405
145,0.0006247047814540565,3.8888315391540527,7.068518721262614
146,0.0006184290226859351,3.780729736328125,7.0666365127563475
147,0.0006064598450126747,3.7872506841023763,6.957906820933024
148,0.0006132558106134335,3.8016259600321454,7.022938084920248
149,0.0006175370384783795,3.793821004231771,7.030802206675212
150,0.000592311163743337,3.7551304575602216,6.869519493103027
151,0.0006216595922596752,3.8033444442749023,7.0942188784281415
152,0.0005989029795552294,3.7781851501464843,6.901912628173828
153,0.0005788940571558972,3.699524559656779,6.812894449869792
154,0.0006068262862972915,3.7084769655863443,7.001929664611817
155,0.0006202108445577324,3.7824915835062662,7.099566287994385
156,0.000595242447219789,3.780315865834554,6.905179704030354
157,0.000587798722864439,3.7113388913472494,6.855470148722331
158,0.0005834134219524761,3.711876781463623,6.872604765574137
159,0.0005943648689426482,3.6691865965525308,6.952474789937337
160,0.0005993230294746657,3.6932800318400063,6.996074031829834
161,0.0005991742250820001,3.7081601829528807,6.961839660644531
162,0.0005894164930408199,3.708633092244466,6.8987694969177245
163,0.0005984101036253075,3.7360975240071617,6.951385575612386
164,0.0005913492012768984,3.753083262125651,6.883103199005127
165,0.0005772438962012529,3.7159379755655926,6.845640571594238
166,0.0006020658514462411,3.746514523188273,6.973188716888428
167,0.0006092253406532108,3.7317567494710286,6.990066635131836
168,0.0005789358142452935,3.694798942565918,6.8471508547465
169,0.0006005794174658755,3.727714710235596,6.942018395741781
170,0.0005716743101365864,3.628917993545532,6.810980243682861
171,0.0005975040975026787,3.6937030398050945,6.949771282196045
172,0.000589184460695833,3.7335521291097007,6.848888888041178
173,0.00058924044497932,3.6400983943939207,6.9348691469828285
174,0.0006005345680750907,3.7794718011220296,6.966191947937012
175,0.0005772447657460967,3.7905347379048666,6.7501215031941735
176,0.0005742981851411363,3.6615891081492107,6.8162439270019535
177,0.0005842178024662038,3.6293167368570964,6.886060078938802
178,0.0005983783784322441,3.784947889328003,6.902747212727864
179,0.0005751916812732816,3.644517318089803,6.84326961517334
180,0.0005804931319629153,3.6733711630503336,6.875065316518148
181,0.0005802130290927986,3.6568362566630044,6.85134374109904
182,0.000578301701694727,3.6751259676615398,6.847022397359212
183,0.0005676680454052985,3.63857453028361,6.7701621424357095
184,0.0005749140831176192,3.641299320220947,6.837163433074951
185,0.0005730271336312095,3.721217212677002,6.758398826599121
186,0.0005605118498206138,3.5081291796366374,6.762911272684733
187,0.0005858428968737523,3.732802500406901,6.859197191874186
188,0.0005741552969751258,3.6014811197916665,6.843331587473552
189,0.000591515439407279,3.647900993347168,6.96976496887207
190,0.0005787211689166725,3.6389125359853107,6.853255004882812
191,0.0005526508127028743,3.6321993827819825,6.630432256062826
192,0.0005676909955218434,3.6412909539540608,6.799659370422363
193,0.0005735203718456129,3.6409920616149902,6.80094725672404
194,0.0005734611485774319,3.610862155278524,6.799110054016113
195,0.0005545802322837214,3.594739891052246,6.722570335388183
196,0.0005799602512270212,3.7065766525268553,6.8112966868082685
197,0.0005758373481221498,3.6636755352020263,6.797349999745687
198,0.0005571515955962241,3.5963331292470295,6.715976654052734
199,0.0005880004667366544,3.6285566571553547,6.896027858734131
