epoch,loss,rms_pred_scat,rms_pred_stop,val_loss,val_rms_pred_scat,val_rms_pred_stop
0,0.07344624078936048,17.91242521074083,22.300124436837656,0.028470571811000506,12.651999753316243,13.340293896993002
1,0.017344804573114273,9.76576803419325,10.859739447699653,0.013500570493439834,9.541011644999186,9.232647247314453
2,0.010819076634943485,7.961348733548765,8.440245114079229,0.010696569718420505,7.773038660685222,8.264363594055176
3,0.008576491644812955,7.028762141333686,7.52433805960196,0.008579563709596793,6.99154722849528,7.544931907653808
4,0.007166799853245418,6.460353636565032,6.7274319352044,0.00699570206925273,6.41032216389974,6.749051157633463
5,0.006424523842417531,6.078794609352395,6.412561781847918,0.006415738370269537,6.069920298258464,6.208669300079346
6,0.005812640018347237,5.7535345042193375,6.1072985959936075,0.006081988234072923,6.257216987609863,6.237496248881022
7,0.005403595978601111,5.56015182212547,5.875968872352883,0.005130480006337166,5.396472352345785,5.757272351582845
8,0.005115975422991647,5.422936168246799,5.785504519851119,0.005598023558656374,5.351838652292887,6.017253774007162
9,0.004721079978539988,5.103896776835124,5.58804544519495,0.005310700424015522,5.326454696655273,5.925956904093424
10,0.004519947275726331,5.029931015438503,5.466760665045844,0.004713923049469789,5.056859060923259,5.719364954630534
11,0.004343170862713898,4.824956704598886,5.391699472709939,0.004201661019275586,4.772941551208496,5.409307562510173
12,0.0041115809031934646,4.731869187531648,5.258546367927834,0.005919733643531799,5.574361241658528,6.186950639088948
13,0.0041322460867188595,4.72145961690832,5.276763644041838,0.004101622790719072,4.7127570660909015,5.457000052134196
14,0.003858272973448038,4.526585294229013,5.0973970250730165,0.003985038722554843,4.583504333496093,5.216804192860921
15,0.0037305013031733256,4.4403664391129105,5.013542645772298,0.003559926658247908,4.514389947255452,4.861139844258626
16,0.0036519655530099517,4.3796400197347,4.981924954167119,0.003860358980794748,4.5019042142232255,5.033432674407959
17,0.003454319842297722,4.268395896487766,4.842357677883572,0.003823367841541767,4.5837650362650555,5.094618523915608
18,0.00354077255146371,4.360325197290491,4.887641313694141,0.0028810384403914215,3.986533285776774,4.513872572580973
19,0.0032979367732035893,4.1411391879894115,4.738439016695375,0.0030719458342840272,4.07451696395874,4.680002104441325
20,0.0032198006304463853,4.132007418385259,4.6774281311035155,0.003373680201669534,4.174016717274983,4.887412865956624
21,0.0031860076922371433,4.075951341699671,4.658241739626284,0.0035779077901194494,4.2079018783569335,4.925072479248047
22,0.003165365377165101,4.068958221011692,4.631013291676839,0.0035141115356236694,4.147413425445556,5.112207425435384
23,0.003074563466771333,3.9827247351187247,4.609454697149771,0.0030730811910082896,3.870774021148682,4.610781669616699
24,0.0030401941281915815,3.9308537299544724,4.566569025958026,0.003353251963853836,4.29127685546875,4.734915739695231
25,0.002947605293830512,3.875963243201927,4.493478158315023,0.003048797749603788,3.8803204854329425,4.499753430684407
26,0.00286556089055483,3.8299757922137223,4.425997853808933,0.002734465387960275,3.6723576672871907,4.355356330871582
27,0.0029530952850149736,3.905183979316994,4.444294507768419,0.003690452507386605,4.187876091003418,5.016642971038818
28,0.0028861971192613795,3.849170834576642,4.425252879813866,0.0032305858470499517,4.0318929354349775,4.665055764516195
29,0.0027580862192230094,3.735662414409496,4.347731590270996,0.0028715817692379158,3.912302500406901,4.361532541910807
30,0.0027657615238179762,3.7827932068153665,4.316206412845188,0.003189533051724235,3.663062375386556,4.840180683135986
31,0.002667371697930826,3.6813872768260816,4.284792621753834,0.002962234318256378,3.8422594356536863,4.430497175852458
32,0.0026400569633201316,3.6181918532760053,4.283541523262307,0.0027114433639993272,3.7004518636067707,4.354629694620768
33,0.002562079703159354,3.594100775895295,4.1949045174210156,0.0030268421738098065,3.9241632906595867,4.496546351114909
34,0.002558241312702497,3.595479308940746,4.178561827341715,0.002550130750363072,3.656447785695394,4.060458685557047
35,0.002494430098751629,3.5495493486192493,4.148175527078134,0.0027711612451821565,3.678211024602254,4.443888498942058
36,0.0024659555484713228,3.5323230404324,4.1166619911900275,0.0025752823520451785,3.5249515469868977,4.287905464172363
37,0.0024570493279369894,3.514663143157959,4.120783795250786,0.0025157737080007793,3.5138813336690267,4.17738276163737
38,0.002380683050249462,3.456163522225839,4.017467138855546,0.0023419316423436004,3.5979234981536865,3.9400937207539877
39,0.0023447537744693734,3.3956394146106863,4.046938002904256,0.002443048780163129,3.272999057769775,4.355527369181315
40,0.002383119152444932,3.3991222593519423,4.075951680077447,0.0023180607023338476,3.4623465220133465,3.9154512055714927
41,0.0022993263133146147,3.367927704563847,4.010985197844328,0.00250939334432284,3.3904911613464357,4.343792730967204
42,0.00226755132553754,3.3305110761854384,3.9828471692403156,0.0020986912741015355,3.250895751317342,3.806129274368286
43,0.0022229502101739247,3.3349023769519945,3.9117277837682654,0.0025256562232971193,3.2567373943328857,4.353238830566406
44,0.002299896232024939,3.387601363217389,3.983903320453785,0.0023704723020394644,3.334620736440023,4.129094244639079
45,0.0022255636368774707,3.2644523673587376,3.9932138746756096,0.002480952776968479,3.362307004928589,4.221717640558879
46,0.002196879427259167,3.302679775379322,3.9162120550650137,0.0021379170194268226,3.142994689941406,3.861953687667847
47,0.00221285162407353,3.296722134484185,3.918327243239791,0.002288466605047385,3.4234493573506675,4.000543279647827
48,0.0021212830297924856,3.231210761246858,3.827706127519961,0.0023084190984567006,3.2890694840749104,3.998826904296875
49,0.002104079523468735,3.2209128111380116,3.833363447189331,0.0020443969250967106,3.192090304692586,3.7373213577270508
50,0.002067521995416394,3.2094756631497985,3.773047981262207,0.002362700890128811,3.3031699721018475,4.14441349029541
51,0.002072251445820762,3.1747026687198217,3.8025343785462558,0.0026219096034765244,3.6056648190816243,4.2417169920603435
52,0.0020926902827772278,3.208187108216462,3.7957514314298275,0.0023255079860488572,3.266487251917521,4.081668532689412
53,0.0020458226544023666,3.1473014153374566,3.756698135446619,0.0022339954723914466,3.257156146367391,3.933028055826823
54,0.002085720707696897,3.1744588555230036,3.8350363791430437,0.002112998471905788,3.1035464795430503,3.9100461705525715
55,0.0020361597456589895,3.1423669341758447,3.7666326028329356,0.0020343186411385735,3.173339074452718,3.724596989949544
