epoch,loss,rms_pred_scat,rms_pred_stop,val_loss,val_rms_pred_scat,val_rms_pred_stop
0,0.12714988286296527,78.25987489827475,76.7628419494629,0.02873264041543007,37.191344177246094,42.659530334472656
1,0.02145514810582002,32.336359283447266,34.14977356465658,0.017155813366174697,30.75023649597168,30.295513534545897
2,0.01293690072496732,25.2771030476888,26.83468851216634,0.008568873826414346,20.132761169433593,22.28392352294922
3,0.008796650680402914,20.317421986897788,22.524145294189452,0.007295134752988815,18.21809889984131,20.872163635253905
4,0.007044244142870108,17.851298645019533,20.408385162353515,0.006135556489229203,16.22931823730469,19.531665969848632
5,0.0055743954833596945,15.896586222330729,18.404558008829753,0.005494212795048952,15.344727737426759,18.814213470458984
6,0.004563239124914011,14.37815924835205,16.645103205362954,0.004230045210570097,13.912587753295899,15.83597459411621
7,0.0038800187253703673,13.051373046875,15.512278279622397,0.0034472360759973527,12.176221206665039,14.968189865112304
8,0.0034020743630826474,12.133174364725749,14.657982828776042,0.003519879326224327,12.012507835388183,15.330990859985352
9,0.0031292191222310065,11.647804100036621,14.00689427693685,0.0028859968520700933,10.969493896484375,13.644868865966798
10,0.002796603702008724,10.855415740966796,13.492714210510254,0.0028106947261840104,10.828430152893066,13.522055130004883
11,0.0026878054986397425,10.560193183898926,13.2592976659139,0.002752675421535969,10.77004588317871,13.417496147155761
12,0.00248862118832767,10.267074974060058,12.64902104441325,0.0024133202098309994,10.273689811706543,12.405256202697753
13,0.002329540817687909,9.875154828389485,12.311471633911133,0.0027559237778186797,10.609264236450196,13.556394630432129
14,0.002237852261091272,9.626522061665852,12.087573702494304,0.0021550668440759183,9.27952912902832,12.062253005981445
15,0.002173671673052013,9.425157544453938,12.006337989807129,0.0020952259451150895,9.38564193725586,11.706254264831543
16,0.0020930121429264545,9.303901936848959,11.762761993408203,0.0022204797491431234,9.25063899230957,12.354221519470215
17,0.002035276778663198,9.220334215799967,11.529136622111002,0.002078592674806714,8.767313911437988,12.100300567626952
18,0.0019468865046898523,8.803588537851969,11.389288813273112,0.0019100906141102313,8.85607674407959,11.118205688476563
19,0.0019397575960805019,8.904939989725749,11.28971932220459,0.001811467895284295,8.53535969543457,10.991885147094727
20,0.0018378531641016404,8.596986902872722,11.0088752339681,0.0019169204216450452,9.137935455322266,11.12596794128418
21,0.0017731480936830242,8.389447898864747,10.87199111175537,0.0018208737187087535,8.40539119720459,11.052850791931153
22,0.0017372598564252258,8.396599136352538,10.733270472208659,0.0017648166716098786,8.40725997543335,10.912325576782226
23,0.0017550139588614305,8.44616694132487,10.830845911661784,0.0020277145747095346,9.254774490356445,11.5516480178833
24,0.0016662509373078743,8.238305302937826,10.505104698181153,0.001617801551707089,8.165607223510742,10.292936470031739
25,0.0016644561886787414,8.206562554677328,10.470732579549153,0.0017104816138744355,8.485304008483887,10.704633209228515
26,0.001661979532490174,8.179215092976888,10.504128008524576,0.0017333167223259806,8.297932373046875,10.78591983795166
27,0.0016345871820424994,8.175306921641033,10.343830113728842,0.001714617487974465,8.067359992980958,10.945118530273437
28,0.0015889201949660977,8.060221768697103,10.283960744222005,0.001693703497759998,8.077528984069824,10.807025344848633
29,0.001575817773118615,8.06576970163981,10.147210261027018,0.0016730971932411194,8.581654174804687,10.301329719543457
30,0.0015761345538000265,7.848186079661051,10.31446903483073,0.0014954995550215244,7.8493715705871585,9.93640219116211
31,0.00147897726825128,7.702766203562419,9.905098258972169,0.0018567727766931057,8.170586196899414,11.601911743164063
32,0.0015046663638204336,7.801469449361165,9.999095845540365,0.00254510198161006,9.790144439697265,13.446691108703613
33,0.0014952816491325695,7.767764123280843,9.952867752075194,0.0014051002934575081,7.4420392761230465,9.653078521728515
34,0.0014677473986521364,7.636097775777181,9.892313219706217,0.0014565380830317736,7.591715244293213,9.78133568572998
35,0.0014321003487954536,7.65783237584432,9.741341364542643,0.001476065255701542,7.841005348205567,9.809625679016113
36,0.0014664499141896765,7.580359748840332,9.9290857518514,0.0013628245573490858,7.268938430786132,9.596724143981934
37,0.0014121361176172892,7.537137219746907,9.719533353169759,0.001425208505243063,7.329970497131348,9.834628036499023
38,0.0014256772433097163,7.453425159454346,9.805392407735189,0.001416080138646066,7.456286525726318,9.661437362670899
39,0.0013475979637975494,7.310813212076823,9.490836166381836,0.0015587466172873974,8.008179969787598,10.246184867858886
