epoch,loss,rms_pred_scat,rms_pred_stop,val_loss,val_rms_pred_scat,val_rms_pred_stop
0,0.15190379774570464,78.3438359375,95.36121364339192,0.1430124694108963,79.69232452392578,91.01717248535157
1,0.08124713600675265,65.33081198120117,57.7015822652181,0.030949258759617806,38.11535012817383,39.42018161010742
2,0.02071246385325988,29.064752451578777,34.3693430480957,0.011813058122992515,20.868610496520997,27.108764099121093
3,0.012428046914438407,21.63893310546875,27.572135747273762,0.008957741558551788,18.644177200317383,23.962329803466798
4,0.009820331122726202,18.59006044769287,24.94396471150716,0.007818285308778285,16.767272735595704,22.312844299316406
5,0.008230360301832359,16.817271540323894,22.968149505615234,0.00673835575580597,15.402078582763671,21.107277084350585
6,0.006769412685185671,14.953121910095215,21.166789306640624,0.005924423575401306,13.709288291931152,20.024431579589844
7,0.006020858488356074,14.13467137145996,20.020444213867187,0.004963812112808228,12.56177123260498,18.33309460449219
8,0.004976200852543116,12.812293958028157,18.128627344767253,0.004289376873522997,11.808105712890624,17.131162368774415
9,0.00461833824403584,12.251727806091308,17.59500900777181,0.004111325528472662,11.600104370117187,16.779839179992674
10,0.004190959586451451,11.414051930745442,16.95223698425293,0.003709337122738361,10.61707479095459,16.144396377563478
11,0.00368421979000171,10.6406531346639,15.883063204447428,0.0033019697181880473,10.203046028137207,15.216458374023437
12,0.003369423360253374,10.056229571024577,15.360854499816895,0.003244312021881342,9.633950881958008,15.368159431457519
13,0.0030397955551743506,9.634897020975748,14.657268849690755,0.0029038658235222103,9.922008316040039,13.862169311523438
14,0.0029271420147269963,9.275331522623699,14.424365898132324,0.002495725942775607,8.759784210205078,13.216502876281739
15,0.0025731956840803227,8.751785489400229,13.641746289571126,0.0024244303666055202,8.215714534759522,13.281849960327149
16,0.0024940296541899444,8.54146363957723,13.432563268025715,0.0022884733229875565,7.993289951324463,13.236656410217286
17,0.002390787076205015,8.249700993855795,13.15751631673177,0.0024046833403408526,7.923006996154785,13.477554580688476
18,0.0022196806709592542,7.8866321576436365,12.794625701904296,0.002109928697347641,7.702030178070069,12.482308853149414
19,0.0020527810535083215,7.704155434926351,12.33603261566162,0.002046687338501215,7.44500008392334,12.553218101501464
20,0.0019679796863347294,7.4165197893778485,12.13721011098226,0.0020151090156286956,7.511145729064942,12.238515365600586
21,0.001867650636161367,7.237407806396484,11.705090932210286,0.0019228138076141476,7.639916584014893,11.814072776794434
22,0.0018841186501085759,7.298969985961914,11.77032437133789,0.001972100384533405,7.384735614776611,12.174627769470215
23,0.001833186729500691,7.215733373006185,11.712091300964355,0.001754108676686883,7.20115079498291,11.366782035827637
24,0.0017179187887037793,6.992642300923666,11.276801363627117,0.0017425821577198802,7.137440273284912,11.221694705963134
